book_title,author,average_rating,rating_count,review_count,number_of_page,first_publish_year,editions,format,language,ISBN,link
Learn CS Concepts with Scratch: Create Exciting Games and Animation in Scratch and Learn Computer Science Principles,"['Abhay B Joshi', 'Ravindra Pande']",0.0,0,0,134,,1,Paperback,,ISBN1544165331(ISBN13:9781544165332),https://www.goodreads.com/book/show/34767099-learn-cs-concepts-with-scratch?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1116
"Programming Languages and Systems: 28th European Symposium on Programming, ESOP 2019, Held as Part of the European Joint Conferences on Theory and Practice ... Notes in Computer Science Book 11423)",Luis Caires,0.0,0,0,816,,1,Kindle Edition,,,https://www.goodreads.com/book/show/45012608-programming-languages-and-systems?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1117
Essential algorithms for A Level Computer Science,"['Mr David Hillyard', 'Mr Craig Sargent', 'Mr Andrew Fenn']",5.0,1,0,191,,1,Paperback,,ISBN1794359427(ISBN13:9781794359420),https://www.goodreads.com/book/show/44612955-essential-algorithms-for-a-level-computer-science?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1118
"e-Study Guide for: Cyberethics: Morality And Law In Cyberspace by Richard Spinello, ISBN 9781449688417: Computer science, Computer science",Cram101 Textbook Reviews,0.0,0,0,70,,1,Kindle Edition,English,,https://www.goodreads.com/book/show/28451943-e-study-guide-for?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1119
Architects of the Information Society: Thirty-Five Years of the Laboratory for Computer Science at Mit,"['Simson Garfinkel', 'Harold Abelson']",2.0,2,0,86,1999,1,Paperback,,ISBN0262525631(ISBN13:9780262525633),https://www.goodreads.com/book/show/26700577-architects-of-the-information-society?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1121
Wiley Acing the GATE: Computer Science and Information Technology (Reprint 2019),"['ANIL KUMAR VERMA', 'Gaurav    Sharma', 'Kuldeep Singh']",0.0,0,0,792,,1,Paperback,,ISBN139788126573585,https://www.goodreads.com/book/show/43417435-wiley-acing-the-gate?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1124
The Future of Digital Democracy: An Interdisciplinary Approach (Lecture Notes in Computer Science Book 11300),"['Pierluigi Contucci', 'Andrea Omicini', 'Danilo Pianini', 'Alina Sîrbu']",4.0,1,0,101,,1,Kindle Edition,,,https://www.goodreads.com/book/show/43315385-the-future-of-digital-democracy?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1125
"Advances In Cryptology    Crypto 2003:  23rd Annual International Cryptology Conference, Santa Barbara, California, Usa, August 17 21, 2003, Proceedings (Lecture Notes In Computer Science)",Dan Boneh,4.0,2,0,,2003,1,Paperback,English,ISBN3540406743(ISBN13:9783540406747),https://www.goodreads.com/book/show/1106648.Advances_In_Cryptology_Crypto_2003?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1126
Computer Science with Pascal for Advanced Placement Students,Steven L. Mandell,4.0,1,0,65,1988,1,Paperback,English,ISBN0314402756(ISBN13:9780314402752),https://www.goodreads.com/book/show/3254322-computer-science-with-pascal-for-advanced-placement-students?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1128
Discrete Structures Of Computer Science,Leon S. Levy,3.0,1,0,,1980,2,Hardcover,English,ISBN0471032085(ISBN13:9780471032083),https://www.goodreads.com/book/show/1715658.Discrete_Structures_Of_Computer_Science?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1129
"Software Reuse: Methods, Techniques, and Tools: 8th International Conference, ICSR 2004, Madrid, Spain, July 5-9, 2004, Proceedings (Lecture Notes in Computer Science)","['Jan Bosch', 'Charles Krueger']",0.0,0,0,350,2004,1,Kindle Edition,English,,https://www.goodreads.com/book/show/10232145-software-reuse?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1130
Multimedia Signals And Systems (The Springer International Series In Engineering And Computer Science),Mrinal Kr. Mandal,0.0,0,0,375,2002,2,Hardcover,English,ISBN1402072708(ISBN13:9781402072703),https://www.goodreads.com/book/show/8407947-multimedia-signals-and-systems?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1131
Introduction to Computing and Computer Science with Pascal,Henry M. Walker,3.5,2,0,18,1998,2,Hardcover,English,ISBN0316918415(ISBN13:9780316918411),https://www.goodreads.com/book/show/4328182-introduction-to-computing-and-computer-science-with-pascal?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1132
"Fast Software Encryption: 9th International Workshop, FSE 2002, Leuven, Belgium, February 4-6, 2002. Revised Papers (Lecture Notes in Computer Science)","['Joan Daemen', 'Vincent Rijmen']",5.0,1,0,284,2008,1,Kindle Edition,English,,https://www.goodreads.com/book/show/20013847-fast-software-encryption?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1133
Eclipse Starter Guide for AP® Computer Science,"['Sean D. Liming', 'John R. Malin']",4.33,3,0,78,2013,1,Kindle Edition,English,,https://www.goodreads.com/book/show/20427979-eclipse-starter-guide-for-ap-computer-science?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1135
Computer Science Companion,William T Verts,0.0,0,0,,1753,2,Paperback,,ISBN1465284095(ISBN13:9781465284099),https://www.goodreads.com/book/show/26385189-computer-science-companion?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1136
"Geographic Information Science: 9th International Conference, GIScience 2016, Montreal, QC, Canada, September 27-30, 2016, Proceedings (Lecture Notes in Computer Science)","['Jennifer A. Miller', ""David O'Sullivan"", 'Nancy Wiegand']",0.0,0,0,339,,1,Kindle Edition,,,https://www.goodreads.com/book/show/39890760-geographic-information-science?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1137
Click Start 4 with CD-ROM: Computer Science for Schools,Anjna Virmani,4.0,1,0,120,,1,Paperback,,ISBN0521185556(ISBN13:9780521185554),https://www.goodreads.com/book/show/36685363-click-start-4-with-cd-rom?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1138
Decision Procedures: An Algorithmic Point of View (Texts in Theoretical Computer Science. An EATCS Series),"['Daniel Kroening', 'Ofer Strichman', 'R.E. Bryant']",4.0,10,2,304,2008,6,Kindle Edition,English,ISBN3540741046(ISBN13:9783540741046),https://www.goodreads.com/book/show/19996736-decision-procedures?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1141
"Handbook of Logic in Computer Science, Volume 4","['Samson Abramsky', 'Dov M. Gabbay', 'Tom Maibaum']",2.0,1,0,672,1995,1,Hardcover,English,ISBN0198537808(ISBN13:9780198537809),https://www.goodreads.com/book/show/9221899-handbook-of-logic-in-computer-science-volume-4?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1142
Analyzing Evolutionary Algorithms: The Computer Science Perspective,Thomas Jansen,4.0,1,0,258,2012,3,Hardcover,English,ISBN3642173381(ISBN13:9783642173387),https://www.goodreads.com/book/show/14639893-analyzing-evolutionary-algorithms?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1143
"Dynamic Fleet Management: Concepts, Systems, Algorithms & Case Studies. Operations Research / Computer Science Interfaces.","['Vasileios Zeimpekis', 'Christos D. Tarantilis', 'George M. Giaglis', 'Ioannis Minis']",0.0,0,0,249,2007,3,ebook,,ISBN1281107891(ISBN13:9781281107893),https://www.goodreads.com/book/show/16825034-dynamic-fleet-management?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1144
Geometric Methods and Applications: For Computer Science and Engineering,Jean Gallier,0.0,0,0,680,2000,2,Hardcover,English,ISBN1441999604(ISBN13:9781441999603),https://www.goodreads.com/book/show/14365217-geometric-methods-and-applications?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1145
Universal Algebra and Applications in Theoretical Computer Science,"['Klaus Denecke', 'Shelly L. Wismath']",4.0,1,0,383,2002,3,Hardcover,English,ISBN1584882549(ISBN13:9781584882541),https://www.goodreads.com/book/show/6186946-universal-algebra-and-applications-in-theoretical-computer-science?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1146
"Swift: Computer Programming: Swift Bootcamp (Complete Swift Programming For Beginners Guide) (Swift 2 Programming, Computer Science Books)",David   Maxwell,0.0,0,0,,,1,Kindle Edition,English,,https://www.goodreads.com/book/show/31290939-swift?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1147
Aqa Gcse (9-1) Computer Science,"['S Robson', 'P M Heathcote']",3.0,1,0,158,,1,Paperback,,ISBN1910523097(ISBN13:9781910523094),https://www.goodreads.com/book/show/30619266-aqa-gcse-9-1-computer-science?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1150
First in the Field: Breaking Ground in Computer Science at Purdue University,Robin Lea Pyle,0.0,0,0,,,1,Hardcover,,ISBN1626710368(ISBN13:9781626710368),https://www.goodreads.com/book/show/34506906-first-in-the-field?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1151
Revise Edexcel GCSE (9-1) Computer Science Revision Guide: (with free online edition) (REVISE Edexcel GCSE Computer Science),Mr David Waller,4.0,1,0,,,1,Paperback,,ISBN1292131209(ISBN13:9781292131207),https://www.goodreads.com/book/show/36685875-revise-edexcel-gcse-9-1-computer-science-revision-guide?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1152
OCR A Level Computer Science,"['George Rouse', 'Jason Pitt', ""Sean O'Byrne""]",4.0,1,0,,2015,2,Kindle Edition,English,,https://www.goodreads.com/book/show/25677805-ocr-a-level-computer-science?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1153
GATE Tutor 2015 Computer Science & Information Technology,"['Er. Shanti Kirupani', 'Prachi Jain', 'Amrita Mishra']",3.0,1,0,986,2014,1,Paperback,,ISBN9351419452,https://www.goodreads.com/book/show/25865928-gate-tutor-2015-computer-science-information-technology?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1154
GATE 2020 Practice Booklet 1116 Expected Questions with solutions for Computer Science & Information Technology Volume 1,ACE Engineering Academy,0.0,0,0,286,,1,Paperback,,ISBN1645970434(ISBN13:9781645970439),https://www.goodreads.com/book/show/52293866-gate-2020-practice-booklet-1116-expected-questions-with-solutions-for-co?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1155
"The Opex Analytics Weekly Puzzle:: A Collection of Puzzles Using Math, Operations Research, Computer Science, Probability and Logic",Dr. Larry Snyder,0.0,0,0,190,,1,Paperback,,ISBN1731343647(ISBN13:9781731343642),https://www.goodreads.com/book/show/49249695-the-opex-analytics-weekly-puzzle?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1156
PIONEER QUESTION BANK IN COMPUTER SCIENCE WITH C++ FOR CLASS XII,Sumita Arora,5.0,2,0,,,1,Paperback,,ISBN9199765845(ISBN13:9789199765846),https://www.goodreads.com/book/show/49083487-pioneer-question-bank-in-computer-science-with-c-for-class-xii?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1157
Field-Programmable Gate Arrays: Architectures and Tools for Rapid Prototyping (Lecture Notes in Computer Science),"['Herbert Grünbacher', 'Reiner W. Hartenstein']",3.0,1,0,217,1993,2,Paperback,,ISBN0387570918(ISBN13:9780387570914),https://www.goodreads.com/book/show/171566.Field_Programmable_Gate_Arrays?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1159
"Network Flows and Matching: First Dimacs Implementation Challenge (Dimacs Series in Discrete Mathematics and Theoretical Computer Science, Vol 12)","['David S. Johnson', 'Catherine C. McGeoch']",0.0,0,0,592,1993,1,Hardcover,,ISBN0821865986(ISBN13:9780821865989),https://www.goodreads.com/book/show/261008.Network_Flows_and_Matching?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1160
"Multiple Classifier Systems: 7th International Workshop, Mcs 2007, Prague, Czech Republic, May 23 25, 2007, Proceedings (Lecture Notes In Computer Science)",Michal Haindl,0.0,0,0,,2007,1,Paperback,English,ISBN3540724818(ISBN13:9783540724810),https://www.goodreads.com/book/show/1585122.Multiple_Classifier_Systems?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1161
Laboratory Manual for Pascal by Example: From Practice to Principle in Computer Science,Barry A. Burd,0.0,0,0,,1995,1,Paperback,English,ISBN0155681648(ISBN13:9780155681644),https://www.goodreads.com/book/show/4965857-laboratory-manual-for-pascal-by-example?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1162
"Security Technology: International Conference, Sec Tech 2009, Held As Part Of The Future Generation Information Technology Conference, Fgit 2009, Jeju Island, ... In Computer And Information Science)","['Dominik Ślęzak', 'Tai-Hoon Kim', 'Wai-Chi Fang', 'Kirk P. Arnett']",1.0,1,0,308,2009,3,Paperback,English,ISBN3642108466(ISBN13:9783642108464),https://www.goodreads.com/book/show/7249819-security-technology?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1164
Mathematical Methods in Computer Science: Essays in Memory of Thomas Beth,"['Jacques Calmet', 'Willi Geiselmann', 'Jörn Müller-Quade']",0.0,0,0,189,2008,1,Paperback,English,ISBN3540899936(ISBN13:9783540899938),https://www.goodreads.com/book/show/5914695-mathematical-methods-in-computer-science?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1165
The Self-Taught Computer Scientist: The Beginner's Guide to Computer Science,Cory Althoff,0.0,0,0,304,,2,Paperback,,ISBN1119724414(ISBN13:9781119724414),https://www.goodreads.com/book/show/55838718-the-self-taught-computer-scientist?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1166
"Swarm, Evolutionary, And Memetic Computing: First International Conference On Swarm, Evolutionary, And Memetic Computing, Semcco 2010, Chennai, India, ... Computer Science And General Issues)","['Bijaya Ketan Panigrahi', 'Swagatam Das', 'Ponnuthurai Nagaratnam Suganthan', 'Subhransu Sekhar Dash']",0.0,0,0,755,2010,1,Paperback,English,ISBN3642175627(ISBN13:9783642175626),https://www.goodreads.com/book/show/12514181-swarm-evolutionary-and-memetic-computing?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1167
Discrete Mathematics (Series in Discrete Mathematics & Theoretical Computer Science) (Series in Discrete Mathematics & Theoretical Computer Science),Martin Aigner,4.2,5,0,388,1993,4,Hardcover,,ISBN0821841513(ISBN13:9780821841518),https://www.goodreads.com/book/show/1662883.Discrete_Mathematics_Series_in_Discrete_Mathematics_Theoretical_Computer_Science_?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1168
The Art of Getting Computer Science PhD,Emdad Ahmed,0.0,0,0,120,2013,2,Paperback,,ISBN147978964X(ISBN13:9781479789641),https://www.goodreads.com/book/show/17354411-the-art-of-getting-computer-science-phd?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1169
"Dictionary of Computer: All Terms of Computer science and Engineering, computer and its applications.",Engineering Bug,5.0,1,0,,,1,Kindle Edition,,,https://www.goodreads.com/book/show/35399213-dictionary-of-computer?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1171
"Cracking the AP Computer Science a Exam, 2019 Edition: Practice Tests & Proven Techniques to Help You Score a 5",Princeton Review,4.0,1,0,352,,1,Paperback,,ISBN1524758019(ISBN13:9781524758011),https://www.goodreads.com/book/show/36955308-cracking-the-ap-computer-science-a-exam-2019-edition?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1172
Click Start 5 Primary: Computer Science for Schools,"['Anjna Virmani', 'Shalini Harisukh']",0.0,0,0,144,,1,Paperback,,ISBN0521185467(ISBN13:9780521185462),https://www.goodreads.com/book/show/28144367-click-start-5-primary?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1173
The CSAT Guidebook- Computer Science Admissions Test: (Cambridge Computer Science Test): All Your Computer Science Admissions Test Questions Answered,STEP Maths,0.0,0,0,13,,1,Kindle Edition,,,https://www.goodreads.com/book/show/41211665-the-csat-guidebook--computer-science-admissions-test?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1175
"Python Programming : The Guide For Machine Learning (Computer Science, Programming, Technology, Language)",Lewis Moore,0.0,0,0,49,,1,Kindle Edition,,,https://www.goodreads.com/book/show/43234600-python-programming?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1176
"Fun With Algorithms: 4th International Conference, Fun 2007, Castiglioncello, Italy, June 3 5, 2007, Proceedings (Lecture Notes In Computer Science)",Pierluigi Crescenzi,0.0,0,0,,2007,1,Paperback,English,ISBN3540729135(ISBN13:9783540729136),https://www.goodreads.com/book/show/1484799.Fun_With_Algorithms?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1177
Shaving with Occam's razor: A collection of papers and essays on subjects in computer science and mathematics,Peter Schorer,0.0,0,0,216,1985,1,Paperback,,ISBN0961423803(ISBN13:9780961423803),https://www.goodreads.com/book/show/1645637.Shaving_with_Occam_s_razor?from_search=true&from_srp=true&qid=iHFbTUVsHL&rank=1178
